,결과,A팀_선수1_공격종합_성공률,A팀_선수1_오픈_성공률,A팀_선수1_시간차_성공률,A팀_선수1_이동_성공률,A팀_선수1_후위_성공률,A팀_선수1_속공_성공률,A팀_선수1_퀵오픈_성공률,A팀_선수1_서브_성공률,A팀_선수1_범실_범실,A팀_선수2_공격종합_성공률,A팀_선수2_오픈_성공률,A팀_선수2_시간차_성공률,A팀_선수2_이동_성공률,A팀_선수2_후위_성공률,A팀_선수2_속공_성공률,A팀_선수2_퀵오픈_성공률,A팀_선수2_서브_성공률,A팀_선수2_범실_범실,A팀_선수3_공격종합_성공률,A팀_선수3_오픈_성공률,A팀_선수3_시간차_성공률,A팀_선수3_이동_성공률,A팀_선수3_후위_성공률,A팀_선수3_속공_성공률,A팀_선수3_퀵오픈_성공률,A팀_선수3_서브_성공률,A팀_선수3_범실_범실,A팀_선수4_공격종합_성공률,A팀_선수4_오픈_성공률,A팀_선수4_시간차_성공률,A팀_선수4_이동_성공률,A팀_선수4_후위_성공률,A팀_선수4_속공_성공률,A팀_선수4_퀵오픈_성공률,A팀_선수4_서브_성공률,A팀_선수4_범실_범실,A팀_선수5_공격종합_성공률,A팀_선수5_오픈_성공률,A팀_선수5_시간차_성공률,A팀_선수5_이동_성공률,A팀_선수5_후위_성공률,A팀_선수5_속공_성공률,A팀_선수5_퀵오픈_성공률,A팀_선수5_서브_성공률,A팀_선수5_범실_범실,B팀_선수1_공격종합_성공률,B팀_선수1_오픈_성공률,B팀_선수1_시간차_성공률,B팀_선수1_이동_성공률,B팀_선수1_후위_성공률,B팀_선수1_속공_성공률,B팀_선수1_퀵오픈_성공률,B팀_선수1_서브_성공률,B팀_선수1_범실_범실,B팀_선수2_공격종합_성공률,B팀_선수2_오픈_성공률,B팀_선수2_시간차_성공률,B팀_선수2_이동_성공률,B팀_선수2_후위_성공률,B팀_선수2_속공_성공률,B팀_선수2_퀵오픈_성공률,B팀_선수2_서브_성공률,B팀_선수2_범실_범실,B팀_선수3_공격종합_성공률,B팀_선수3_오픈_성공률,B팀_선수3_시간차_성공률,B팀_선수3_이동_성공률,B팀_선수3_후위_성공률,B팀_선수3_속공_성공률,B팀_선수3_퀵오픈_성공률,B팀_선수3_서브_성공률,B팀_선수3_범실_범실,B팀_선수4_공격종합_성공률,B팀_선수4_오픈_성공률,B팀_선수4_시간차_성공률,B팀_선수4_이동_성공률,B팀_선수4_후위_성공률,B팀_선수4_속공_성공률,B팀_선수4_퀵오픈_성공률,B팀_선수4_서브_성공률,B팀_선수4_범실_범실,B팀_선수5_공격종합_성공률,B팀_선수5_오픈_성공률,B팀_선수5_시간차_성공률,B팀_선수5_이동_성공률,B팀_선수5_후위_성공률,B팀_선수5_속공_성공률,B팀_선수5_퀵오픈_성공률,B팀_선수5_서브_성공률,B팀_선수5_범실_범실
83,0,34.72,38.24,0.0,0.0,26.67,0.0,57.14,0.25,2.0,36.84,40.91,0.0,0.0,0.0,0.0,35.71,0.0,7.0,33.33,25.0,33.33,0.0,0.0,100.0,0.0,0.25,2.0,15.0,12.5,50.0,0.0,0.0,0.0,10.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,28.21,11.11,100.0,0.0,50.0,0.0,12.5,0.6,6.0,46.15,20.0,80.0,0.0,52.94,0.0,50.0,0.0,6.0,38.46,22.22,50.0,60.0,0.0,42.86,33.33,0.0,0.0,42.86,42.86,50.0,0.0,0.0,0.0,40.0,0.6,1.0,27.27,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
85,1,30.3,35.29,0.0,0.0,50.0,0.0,30.0,0.0,7.0,50.0,71.43,0.0,0.0,20.0,0.0,50.0,0.33,4.0,48.39,41.18,0.0,0.0,0.0,0.0,61.54,1.0,4.0,27.27,0.0,0.0,0.0,0.0,27.27,0.0,0.0,0.0,33.33,100.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,32.65,27.59,100.0,0.0,29.41,0.0,0.0,0.25,6.0,34.21,27.27,33.33,0.0,100.0,0.0,41.67,0.0,7.0,38.1,40.0,50.0,0.0,0.0,0.0,33.33,0.25,1.0,50.0,42.86,50.0,0.0,0.0,55.56,0.0,0.5,1.0,66.67,50.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0
86,0,30.0,21.43,0.0,0.0,62.5,0.0,22.22,0.33,4.0,50.0,25.0,0.0,0.0,0.0,71.43,0.0,0.0,3.0,28.57,50.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,52.94,25.0,33.33,66.67,0.0,71.43,0.0,0.0,2.0,30.0,28.57,0.0,0.0,0.0,0.0,33.33,0.67,3.0,52.17,50.0,75.0,0.0,0.0,42.86,0.0,1.0,4.0,31.25,20.0,0.0,0.0,37.5,0.0,44.44,0.0,4.0,27.27,26.67,0.0,0.0,0.0,0.0,66.67,0.0,4.0,11.11,8.33,0.0,0.0,0.0,0.0,20.0,0.33,4.0,42.86,50.0,0.0,0.0,0.0,50.0,0.0,0.33,3.0
87,0,51.06,50.0,0.0,0.0,45.0,0.0,100.0,0.5,4.0,47.83,53.33,0.0,0.0,0.0,0.0,42.86,0.25,0.0,50.0,75.0,0.0,0.0,0.0,40.0,0.0,0.25,3.0,39.39,40.0,50.0,0.0,0.0,0.0,37.5,0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,57.5,58.06,0.0,0.0,0.0,55.56,0.0,0.2,4.0,30.14,28.95,0.0,0.0,28.57,0.0,38.89,0.8,5.0,28.57,33.33,0.0,0.0,0.0,50.0,0.0,0.0,3.0,24.32,29.63,0.0,0.0,0.0,0.0,11.11,0.0,4.0,37.5,25.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0
88,0,26.67,22.73,0.0,0.0,0.0,0.0,42.86,0.0,4.0,30.77,16.67,100.0,0.0,0.0,0.0,33.33,0.33,2.0,50.0,38.46,100.0,0.0,100.0,0.0,70.0,0.25,1.0,28.57,0.0,0.0,0.0,0.0,28.57,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.3,50.0,0.0,0.0,36.36,0.0,31.25,0.0,8.0,29.17,33.33,0.0,0.0,0.0,0.0,30.0,0.0,3.0,47.37,33.33,100.0,0.0,0.0,100.0,0.0,1.0,7.0,50.0,40.0,100.0,60.0,0.0,33.33,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,0,41.46,39.02,100.0,0.0,9.09,0.0,55.17,0.2,9.0,43.24,31.25,50.0,50.0,0.0,55.56,0.0,0.0,4.0,12.5,20.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,34.04,24.14,0.0,0.0,0.0,0.0,64.29,0.0,5.0,21.43,16.67,0.0,50.0,0.0,20.0,0.0,0.0,2.0,33.33,26.92,0.0,0.0,41.67,0.0,100.0,0.0,4.0,27.27,22.22,0.0,0.0,0.0,0.0,50.0,0.33,7.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.33,1.0,22.22,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0
90,1,29.7,29.51,0.0,0.0,25.93,0.0,41.67,0.0,16.0,38.24,41.67,0.0,0.0,0.0,0.0,30.0,0.0,5.0,42.11,50.0,0.0,42.86,0.0,25.0,0.0,0.0,1.0,30.56,30.0,66.67,0.0,0.0,50.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,38.46,0.0,0.0,27.27,0.0,50.0,0.5,4.0,27.59,38.89,0.0,0.0,0.0,0.0,10.0,0.0,3.0,48.15,50.0,50.0,0.0,0.0,0.0,47.06,0.5,4.0,37.5,28.57,0.0,100.0,0.0,0.0,0.0,0.25,1.0,28.57,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0
91,0,50.0,66.67,0.0,0.0,33.33,0.0,0.0,0.0,1.0,28.57,31.03,0.0,0.0,50.0,0.0,23.08,0.0,7.0,35.71,50.0,0.0,20.0,0.0,42.86,0.0,0.2,0.0,39.73,40.91,33.33,0.0,50.0,0.0,35.0,0.2,7.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,46.15,33.33,66.67,0.0,0.0,0.0,50.0,0.67,3.0,57.89,50.0,50.0,0.0,76.92,0.0,33.33,0.0,3.0,75.0,66.67,100.0,0.0,0.0,66.67,0.0,0.0,1.0,46.67,50.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,42.86,33.33,0.0,0.0,0.0,50.0,0.0,0.0,2.0
92,0,44.26,38.89,100.0,0.0,41.67,0.0,46.67,0.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.55,50.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,60.0,60.0,100.0,0.0,0.0,0.0,42.86,0.4,4.0,45.71,35.29,0.0,40.0,0.0,72.73,0.0,0.0,3.0,33.33,30.77,100.0,0.0,42.86,0.0,27.27,0.0,8.0,48.48,50.0,40.0,0.0,0.0,50.0,0.0,0.25,6.0,27.03,20.0,0.0,0.0,0.0,0.0,57.14,0.0,4.0,29.17,33.33,0.0,0.0,0.0,0.0,25.0,0.5,4.0,66.67,100.0,0.0,0.0,0.0,60.0,0.0,0.25,2.0
93,0,39.76,47.62,0.0,0.0,15.38,0.0,39.29,0.4,10.0,28.57,25.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,42.0,44.0,0.0,0.0,0.0,0.0,43.48,0.0,5.0,38.1,50.0,0.0,33.33,0.0,25.0,0.0,0.0,2.0,37.5,50.0,0.0,0.0,0.0,0.0,33.33,0.6,5.0,50.0,71.43,0.0,0.0,0.0,28.57,0.0,0.0,2.0,31.82,31.25,100.0,0.0,0.0,0.0,20.0,0.0,1.0,22.22,30.0,0.0,0.0,0.0,0.0,25.0,0.33,4.0,50.0,100.0,0.0,0.0,0.0,33.33,0.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
94,1,66.67,60.0,0.0,0.0,75.0,0.0,75.0,0.33,1.0,31.25,28.57,0.0,0.0,0.0,0.0,33.33,0.33,1.0,45.71,39.13,0.0,0.0,0.0,0.0,58.33,0.4,2.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,52.63,55.56,60.0,0.0,40.0,0.0,50.0,0.0,6.0,49.25,40.54,66.67,0.0,61.11,0.0,55.56,0.0,3.0,25.0,15.0,50.0,0.0,0.0,0.0,33.33,0.0,4.0,15.38,25.0,0.0,0.0,0.0,14.29,0.0,0.0,1.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,0,48.78,43.48,0.0,0.0,66.67,0.0,44.44,0.0,7.0,23.08,28.57,50.0,0.0,0.0,0.0,0.0,0.0,2.0,22.22,28.57,0.0,0.0,0.0,0.0,0.0,0.4,0.0,23.08,33.33,0.0,25.0,0.0,20.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.59,26.32,100.0,0.0,14.29,0.0,50.0,0.0,7.0,44.44,36.84,25.0,0.0,0.0,0.0,54.55,0.0,4.0,37.5,25.0,0.0,0.0,0.0,0.0,54.55,0.0,1.0,40.0,30.0,0.0,0.0,0.0,66.67,100.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
96,1,57.14,38.46,0.0,0.0,100.0,0.0,85.71,0.67,3.0,52.17,45.45,50.0,0.0,0.0,60.0,0.0,0.0,1.0,62.5,60.0,0.0,0.0,50.0,0.0,75.0,0.0,2.0,25.0,33.33,0.0,0.0,0.0,0.0,20.0,0.33,2.0,60.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,41.94,44.19,0.0,0.0,45.45,0.0,25.0,0.2,4.0,42.19,44.12,20.0,0.0,0.0,0.0,47.83,0.2,5.0,30.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,50.0,33.33,100.0,0.0,0.0,0.0,50.0,0.6,3.0,66.67,50.0,0.0,0.0,0.0,100.0,0.0,0.33,0.0
98,1,37.5,41.67,33.33,0.0,100.0,0.0,31.25,0.0,2.0,34.48,32.43,0.0,0.0,37.5,0.0,66.67,0.0,8.0,35.0,30.77,50.0,0.0,0.0,0.0,40.0,0.0,3.0,15.79,0.0,0.0,0.0,0.0,50.0,0.0,0.25,1.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.46,31.25,50.0,0.0,0.0,0.0,80.0,0.0,3.0,47.62,46.15,0.0,0.0,54.55,0.0,50.0,0.0,2.0,27.78,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,50.0,0.0,0.0,33.33,0.0,0.33,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1,40.48,35.42,100.0,0.0,45.45,0.0,46.15,0.2,9.0,45.71,47.62,100.0,0.0,0.0,0.0,41.67,0.0,4.0,31.82,33.33,0.0,0.0,0.0,0.0,28.57,0.0,4.0,11.11,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,40.51,34.88,50.0,0.0,40.0,0.0,57.14,0.2,13.0,39.62,33.33,0.0,0.0,0.0,0.0,46.15,0.2,2.0,50.0,50.0,66.67,0.0,0.0,50.0,0.0,0.2,2.0,33.33,33.33,0.0,0.0,0.0,66.67,0.0,0.0,0.0,28.57,25.0,0.0,0.0,0.0,0.0,100.0,0.25,0.0
100,0,35.48,28.57,0.0,0.0,33.33,0.0,40.63,0.2,4.0,40.0,37.5,66.67,0.0,0.0,0.0,45.0,0.2,2.0,55.56,33.33,0.0,75.0,0.0,80.0,0.0,0.0,1.0,46.67,42.86,100.0,25.0,0.0,66.67,0.0,0.0,2.0,36.84,10.0,100.0,0.0,0.0,0.0,62.5,0.4,3.0,37.78,45.83,0.0,0.0,27.78,0.0,100.0,0.33,5.0,38.89,34.88,0.0,0.0,50.0,0.0,57.14,0.33,4.0,40.0,42.86,0.0,0.0,0.0,0.0,40.0,0.0,3.0,43.75,33.33,66.67,0.0,0.0,42.86,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.0
102,0,35.42,28.0,100.0,0.0,50.0,0.0,38.89,0.2,4.0,27.27,21.43,0.0,0.0,0.0,0.0,42.86,0.0,5.0,46.67,20.0,0.0,0.0,0.0,0.0,60.0,0.25,3.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.2,0.0,25.0,0.0,0.0,0.0,0.0,28.57,0.0,0.2,2.0,34.15,30.43,0.0,0.0,35.29,0.0,100.0,0.0,3.0,34.09,31.03,0.0,0.0,0.0,0.0,50.0,0.0,2.0,33.33,12.5,100.0,0.0,0.0,0.0,16.67,0.33,2.0,50.0,25.0,100.0,0.0,0.0,66.67,0.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
103,0,45.0,45.45,0.0,0.0,40.0,0.0,50.0,0.0,2.0,53.85,44.44,0.0,0.0,100.0,0.0,61.11,0.5,6.0,51.28,47.83,0.0,0.0,40.0,0.0,63.64,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.86,40.74,0.0,0.0,35.29,0.0,61.54,0.0,4.0,66.67,50.0,80.0,0.0,0.0,100.0,50.0,0.33,2.0,47.06,42.86,0.0,0.0,100.0,0.0,50.0,0.0,2.0,25.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.33,0.0,0.0,0.0,25.0,0.0,0.0,0.0
104,1,31.58,34.38,0.0,0.0,0.0,0.0,36.84,0.5,7.0,50.0,50.0,33.33,0.0,33.33,0.0,100.0,0.0,1.0,30.0,12.5,0.0,33.33,0.0,50.0,0.0,0.0,2.0,40.0,0.0,50.0,0.0,100.0,0.0,66.67,0.5,2.0,75.0,66.67,0.0,50.0,0.0,100.0,0.0,0.0,2.0,43.55,51.52,66.67,0.0,30.77,0.0,0.0,0.0,10.0,17.24,17.39,0.0,0.0,0.0,0.0,20.0,0.5,2.0,34.15,26.92,0.0,0.0,33.33,0.0,50.0,0.0,8.0,33.33,33.33,0.0,0.0,0.0,40.0,0.0,0.25,1.0,60.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,4.0
105,0,43.75,40.0,66.67,0.0,0.0,0.0,33.33,0.0,1.0,43.33,28.57,100.0,0.0,0.0,0.0,50.0,0.5,5.0,42.86,25.0,0.0,0.0,0.0,66.67,0.0,0.0,1.0,66.67,0.0,0.0,0.0,0.0,66.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,40.91,0.0,0.0,43.48,0.0,80.0,0.33,5.0,42.86,22.22,100.0,0.0,0.0,75.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.18,0.0,50.0,0.0,0.0,0.0,33.33,0.33,1.0
106,0,35.0,17.65,0.0,0.0,50.0,0.0,47.37,0.0,6.0,28.57,30.77,0.0,0.0,20.0,0.0,66.67,0.0,6.0,35.29,0.0,0.0,66.67,0.0,44.44,0.0,0.0,4.0,60.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,1.0,20.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,4.0,39.34,37.14,0.0,0.0,54.55,0.0,38.46,0.0,10.0,29.41,40.0,0.0,0.0,0.0,14.29,0.0,0.0,2.0,35.48,10.0,66.67,33.33,33.33,0.0,66.67,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107,0,44.44,46.88,0.0,0.0,37.5,0.0,42.86,0.0,3.0,45.45,33.33,100.0,100.0,0.0,42.86,0.0,0.33,3.0,30.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,2.0,40.0,30.77,0.0,0.0,0.0,0.0,80.0,0.0,1.0,33.33,40.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,37.5,37.93,0.0,0.0,40.0,0.0,33.33,0.33,4.0,36.17,25.0,50.0,0.0,100.0,0.0,50.0,0.0,4.0,25.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,38.1,25.0,100.0,0.0,0.0,0.0,50.0,1.0,2.0,28.57,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0
109,1,33.96,24.14,0.0,0.0,46.67,0.0,44.44,0.0,7.0,48.28,54.17,0.0,0.0,0.0,25.0,0.0,0.67,3.0,32.14,33.33,0.0,0.0,40.0,0.0,30.0,0.0,2.0,15.38,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.33,14.81,50.0,0.0,27.27,0.0,56.52,0.0,5.0,39.29,43.75,60.0,0.0,21.43,0.0,40.0,0.0,3.0,41.18,26.32,66.67,0.0,0.0,0.0,46.15,0.25,7.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,23.08,20.0,0.0,0.0,0.0,33.33,0.0,0.0,1.0
111,0,38.71,28.57,0.0,0.0,28.57,0.0,66.67,0.0,2.0,56.52,36.36,50.0,0.0,0.0,0.0,88.89,0.33,3.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,28.57,100.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,32.0,33.33,0.0,0.0,0.0,42.86,0.0,0.0,1.0,25.0,18.42,0.0,0.0,30.0,0.0,50.0,0.33,4.0,42.86,50.0,100.0,0.0,0.0,0.0,33.33,0.67,2.0,45.45,50.0,0.0,25.0,0.0,60.0,0.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
112,0,35.29,44.83,50.0,0.0,23.08,0.0,29.17,0.25,4.0,32.2,39.13,25.0,0.0,25.0,0.0,28.57,0.25,8.0,43.75,50.0,0.0,42.86,0.0,33.33,0.0,0.0,3.0,35.71,40.0,50.0,0.0,0.0,0.0,20.0,0.25,1.0,26.09,23.08,0.0,0.0,0.0,42.86,0.0,0.0,1.0,34.29,36.84,40.0,0.0,0.0,27.27,0.0,0.0,6.0,47.14,41.67,0.0,0.0,41.94,0.0,66.67,1.0,8.0,15.38,16.67,0.0,0.0,0.0,14.29,0.0,0.0,3.0,35.0,25.0,0.0,0.0,80.0,0.0,0.0,0.25,5.0,57.14,57.14,0.0,0.0,0.0,0.0,0.0,0.0,5.0
113,0,18.33,14.71,0.0,0.0,22.22,0.0,25.0,0.25,4.0,42.5,43.75,0.0,0.0,42.86,0.0,0.0,1.0,4.0,46.67,0.0,0.0,100.0,0.0,83.33,0.0,0.25,2.0,39.29,35.71,0.0,0.0,0.0,0.0,50.0,0.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.25,46.43,0.0,0.0,29.17,0.0,25.0,0.2,8.0,53.66,53.57,0.0,0.0,0.0,53.85,0.0,0.4,2.0,85.71,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,26.32,22.22,0.0,0.0,0.0,0.0,42.86,0.0,1.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
114,1,39.44,33.33,50.0,0.0,33.33,0.0,50.0,0.0,7.0,34.04,31.82,25.0,0.0,20.0,0.0,43.75,0.2,3.0,5.88,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,46.67,41.18,100.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,45.45,36.0,100.0,0.0,50.0,0.0,57.14,0.0,3.0,42.86,25.93,85.71,0.0,50.0,0.0,57.14,0.0,3.0,47.37,50.0,100.0,33.33,0.0,33.33,0.0,0.0,2.0,20.0,11.11,0.0,0.0,0.0,40.0,0.0,0.25,2.0,33.33,30.0,0.0,0.0,0.0,0.0,50.0,1.0,2.0
115,0,36.96,34.78,100.0,0.0,30.0,0.0,41.67,0.5,7.0,42.42,35.0,66.67,100.0,33.33,0.0,100.0,0.25,4.0,16.67,20.0,0.0,0.0,0.0,0.0,14.29,0.0,1.0,57.14,40.0,100.0,0.0,0.0,66.67,0.0,0.0,2.0,46.67,28.57,0.0,0.0,0.0,0.0,62.5,0.75,0.0,54.29,43.48,66.67,0.0,0.0,0.0,87.5,0.0,1.0,47.62,50.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.25,2.0,40.0,30.77,0.0,33.33,0.0,75.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0
116,1,28.0,25.0,50.0,0.0,0.0,0.0,33.33,0.0,6.0,29.03,15.79,0.0,0.0,0.0,0.0,60.0,0.0,8.0,45.0,28.57,0.0,33.33,0.0,71.43,0.0,0.0,5.0,20.69,0.0,0.0,0.0,0.0,0.0,37.5,0.0,3.0,50.0,42.86,66.67,0.0,0.0,50.0,0.0,0.33,3.0,31.82,33.33,0.0,0.0,0.0,0.0,41.67,0.33,3.0,30.3,20.0,50.0,0.0,33.33,0.0,50.0,0.0,1.0,41.67,41.67,0.0,0.0,0.0,0.0,0.0,0.33,1.0,25.0,25.0,0.0,33.33,0.0,0.0,0.0,0.0,2.0,44.44,50.0,0.0,0.0,0.0,0.0,50.0,0.0,3.0
117,1,41.67,35.0,0.0,0.0,71.43,0.0,33.33,0.0,8.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,25.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,14.29,0.0,0.0,0.0,0.0,0.0,66.67,0.0,3.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.43,41.18,100.0,0.0,0.0,0.0,62.5,0.0,4.0,63.16,60.0,0.0,0.0,100.0,0.0,0.0,0.67,2.0,41.67,0.0,100.0,80.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,2.0
118,0,44.23,42.31,0.0,0.0,28.57,0.0,55.56,0.33,6.0,72.22,76.47,0.0,0.0,0.0,0.0,0.0,1.33,1.0,44.44,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,45.0,22.22,0.0,0.0,0.0,0.0,63.64,0.0,2.0,14.29,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,17.39,22.22,0.0,0.0,0.0,0.0,11.76,0.0,5.0,30.0,30.0,33.33,0.0,0.0,0.0,30.77,1.33,7.0,21.05,27.27,50.0,0.0,0.0,0.0,0.0,0.33,5.0,54.55,50.0,0.0,100.0,0.0,50.0,0.0,0.0,2.0,28.57,50.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0
119,0,47.92,40.91,0.0,0.0,50.0,0.0,56.25,0.33,7.0,26.67,22.22,0.0,0.0,0.0,0.0,40.0,0.0,3.0,30.0,25.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,66.67,100.0,0.0,50.0,0.0,66.67,0.0,0.0,2.0,44.44,0.0,0.0,0.0,0.0,57.14,0.0,0.33,1.0,39.29,43.75,0.0,0.0,0.0,0.0,36.36,0.33,2.0,57.14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,48.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,4.0,26.67,20.0,0.0,66.67,0.0,0.0,0.0,0.33,4.0,33.33,33.33,0.0,0.0,0.0,0.0,50.0,0.33,2.0
120,0,34.04,35.71,0.0,0.0,31.25,0.0,33.33,0.0,6.0,46.15,45.45,0.0,0.0,0.0,50.0,0.0,0.0,4.0,33.33,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.54,31.25,100.0,0.0,0.0,0.0,70.0,0.67,0.0,44.83,52.94,0.0,0.0,30.0,0.0,100.0,0.0,0.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.55,28.57,0.0,0.0,0.0,100.0,0.0,0.0,1.0,31.25,40.0,0.0,50.0,0.0,0.0,0.0,0.33,0.0
121,1,31.11,33.33,0.0,0.0,16.67,0.0,33.33,0.33,1.0,54.55,50.0,66.67,0.0,0.0,75.0,0.0,0.33,3.0,43.75,33.33,50.0,66.67,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.27,40.0,0.0,0.0,0.0,0.0,25.0,0.67,0.0,33.33,25.0,50.0,0.0,66.67,0.0,40.0,0.0,4.0,30.77,33.33,0.0,0.0,16.67,0.0,0.0,0.0,3.0,42.86,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,66.67,66.67,0.0,0.0,0.0,0.0,0.0,2.0
